		Fator	Fator	incerteza (+ ou -)		#Cruzamentos	"Detecta se houve cruzamento 
há pouco tempo (200ms)"	#Cruzamentos + filtro lateral
1221	0	0.0206	0.0105	0.1105	-0.0895	0	0	0
1222	0	0.0202	0.0104	0.1104	-0.0896	0	0	0
1223	0	0.0198	0.0104	0.1104	-0.0896	0	0	0
1224	0	0.0194	0.0103	0.1103	-0.0897	0	0	0
1225	0	0.0190	0.0103	0.1103	-0.0897	0	0	0
1226	0	0.0186	0.0102	0.1102	-0.0898	0	0	0
1227	0	0.0182	0.0101	0.1101	-0.0899	0	0	0
1228	0	0.0179	0.0101	0.1101	-0.0899	0	0	0
1229	0	0.0175	0.0100	0.1100	-0.0900	0	0	0
1230	0	0.0171	0.0100	0.1100	-0.0900	0	0	0
1231	0	0.0168	0.0099	0.1099	-0.0901	0	0	0
1232	0	0.0165	0.0099	0.1099	-0.0901	0	0	0
1233	0	0.0161	0.0098	0.1098	-0.0902	0	0	0
1234	0	0.0158	0.0098	0.1098	-0.0902	0	0	0
1235	0	0.0155	0.0097	0.1097	-0.0903	0	0	0
1236	0	0.0152	0.0097	0.1097	-0.0903	0	0	0
1237	0	0.0149	0.0097	0.1097	-0.0903	0	0	0
1238	0	0.0146	0.0096	0.1096	-0.0904	0	0	0
1239	0	0.0143	0.0096	0.1096	-0.0904	0	0	0
1240	0	0.0140	0.0095	0.1095	-0.0905	0	0	0
1241	0	0.0137	0.0095	0.1095	-0.0905	0	0	0
1242	0	0.0135	0.0094	0.1094	-0.0906	0	0	0
1243	0	0.0132	0.0094	0.1094	-0.0906	0	0	0
1244	0	0.0129	0.0093	0.1093	-0.0907	0	0	0
1245	0	0.0127	0.0093	0.1093	-0.0907	0	0	0
1246	0	0.0124	0.0092	0.1092	-0.0908	0	0	0
1247	0	0.0122	0.0092	0.1092	-0.0908	0	0	0
1248	0	0.0119	0.0091	0.1091	-0.0909	0	0	0
1249	0	0.0117	0.0091	0.1091	-0.0909	0	0	0
1250	0	0.0114	0.0090	0.1090	-0.0910	0	0	0
1251	0	0.0112	0.0090	0.1090	-0.0910	0	0	0
1252	0	0.0110	0.0090	0.1090	-0.0910	0	0	0
1253	0	0.0108	0.0089	0.1089	-0.0911	0	0	0
1254	0	0.0106	0.0089	0.1089	-0.0911	0	0	0
1255	0	0.0103	0.0088	0.1088	-0.0912	0	0	0
1256	0	0.0101	0.0088	0.1088	-0.0912	0	0	0
1257	0	0.0099	0.0087	0.1087	-0.0913	0	0	0
1258	0	0.0097	0.0087	0.1087	-0.0913	0	0	0
1259	0	0.0095	0.0086	0.1086	-0.0914	0	0	0
1260	0	0.0094	0.0086	0.1086	-0.0914	0	0	0
1261	0	0.0092	0.0086	0.1086	-0.0914	0	0	0
1262	0	0.0090	0.0085	0.1085	-0.0915	0	0	0
1263	0	0.0088	0.0085	0.1085	-0.0915	0	0	0
1264	0	0.0086	0.0084	0.1084	-0.0916	0	0	0
1265	0	0.0085	0.0084	0.1084	-0.0916	0	0	0
1266	0	0.0083	0.0083	0.1083	-0.0917	0	0	0
1267	0	0.0081	0.0083	0.1083	-0.0917	0	0	0
1268	0	0.0080	0.0083	0.1083	-0.0917	0	0	0
1269	0	0.0078	0.0082	0.1082	-0.0918	0	0	0
1270	0	0.0076	0.0082	0.1082	-0.0918	0	0	0
1271	0	0.0075	0.0081	0.1081	-0.0919	0	0	0
1272	0	0.0073	0.0081	0.1081	-0.0919	0	0	0
1273	0	0.0072	0.0081	0.1081	-0.0919	0	0	0
1274	0	0.0071	0.0080	0.1080	-0.0920	0	0	0
1275	0	0.0069	0.0080	0.1080	-0.0920	0	0	0
1276	0	0.0068	0.0079	0.1079	-0.0921	0	0	0
1277	0	0.0066	0.0079	0.1079	-0.0921	0	0	0
1278	0	0.0065	0.0079	0.1079	-0.0921	0	0	0
1279	0	0.0064	0.0078	0.1078	-0.0922	0	0	0
1280	0	0.0062	0.0078	0.1078	-0.0922	0	0	0
1281	0	0.0061	0.0077	0.1077	-0.0923	0	0	0
1282	0	0.0060	0.0077	0.1077	-0.0923	0	0	0
1283	0	0.0059	0.0077	0.1077	-0.0923	0	0	0
1284	0	0.0058	0.0076	0.1076	-0.0924	0	0	0
1285	0	0.0056	0.0076	0.1076	-0.0924	0	0	0
1286	0	0.0055	0.0076	0.1076	-0.0924	0	0	0
1287	0	0.0054	0.0075	0.1075	-0.0925	0	0	0
1288	0	0.0053	0.0075	0.1075	-0.0925	0	0	0
1289	0	0.0052	0.0074	0.1074	-0.0926	0	0	0
1290	0	0.0051	0.0074	0.1074	-0.0926	0	0	0
1291	0	0.0050	0.0074	0.1074	-0.0926	0	0	0
1292	0	0.0049	0.0073	0.1073	-0.0927	0	0	0
1293	0	0.0048	0.0073	0.1073	-0.0927	0	0	0
1294	0	0.0047	0.0073	0.1073	-0.0927	0	0	0
1295	0	0.0046	0.0072	0.1072	-0.0928	0	0	0
1296	0	0.0045	0.0072	0.1072	-0.0928	0	0	0
1297	0	0.0044	0.0071	0.1071	-0.0929	0	0	0
1298	0	0.0043	0.0071	0.1071	-0.0929	0	0	0
1299	0	0.0043	0.0071	0.1071	-0.0929	0	0	0
1300	0	0.0042	0.0070	0.1070	-0.0930	0	0	0
1301	0	0.0041	0.0070	0.1070	-0.0930	0	0	0
1302	0	0.0040	0.0070	0.1070	-0.0930	0	0	0
1303	0	0.0039	0.0069	0.1069	-0.0931	0	0	0
1304	0	0.0038	0.0069	0.1069	-0.0931	0	0	0
1305	0	0.0038	0.0069	0.1069	-0.0931	0	0	0
1306	0	0.0037	0.0068	0.1068	-0.0932	0	0	0
1307	0	0.0036	0.0068	0.1068	-0.0932	0	0	0
1308	0	0.0035	0.0068	0.1068	-0.0932	0	0	0
1309	0	0.0035	0.0067	0.1067	-0.0933	0	0	0
1310	0	0.0034	0.0067	0.1067	-0.0933	0	0	0
1311	0	0.0033	0.0067	0.1067	-0.0933	0	0	0
1312	0	0.0033	0.0066	0.1066	-0.0934	0	0	0
1313	0	0.0032	0.0066	0.1066	-0.0934	0	0	0
1314	0	0.0031	0.0066	0.1066	-0.0934	0	0	0
1315	0	0.0031	0.0065	0.1065	-0.0935	0	0	0
1316	0	0.0030	0.0065	0.1065	-0.0935	0	0	0
1317	0	0.0030	0.0065	0.1065	-0.0935	0	0	0
1318	0	0.0029	0.0064	0.1064	-0.0936	0	0	0
1319	0	0.0028	0.0064	0.1064	-0.0936	0	0	0
1320	0	0.0028	0.0064	0.1064	-0.0936	0	0	0
1321	0	0.0027	0.0063	0.1063	-0.0937	0	0	0
1322	0	0.0027	0.0063	0.1063	-0.0937	0	0	0
1323	0	0.0026	0.0063	0.1063	-0.0937	0	0	0
1324	0	0.0026	0.0062	0.1062	-0.0938	0	0	0
1325	0	0.0025	0.0062	0.1062	-0.0938	0	0	0
1326	0	0.0025	0.0062	0.1062	-0.0938	0	0	0
1327	0	0.0024	0.0061	0.1061	-0.0939	0	0	0
1328	0	0.0024	0.0061	0.1061	-0.0939	0	0	0
1329	0	0.0023	0.0061	0.1061	-0.0939	0	0	0
1330	0	0.0023	0.0061	0.1061	-0.0939	0	0	0
1331	0	0.0022	0.0060	0.1060	-0.0940	0	0	0
1332	0	0.0022	0.0060	0.1060	-0.0940	0	0	0
1333	0	0.0021	0.0060	0.1060	-0.0940	0	0	0
1334	0	0.0021	0.0059	0.1059	-0.0941	0	0	0
1335	0	0.0021	0.0059	0.1059	-0.0941	0	0	0
1336	0	0.0020	0.0059	0.1059	-0.0941	0	0	0
1337	0	0.0020	0.0058	0.1058	-0.0942	0	0	0
1338	0	0.0019	0.0058	0.1058	-0.0942	0	0	0
1339	0	0.0019	0.0058	0.1058	-0.0942	0	0	0
1340	0	0.0019	0.0058	0.1058	-0.0942	0	0	0
1341	0	0.0018	0.0057	0.1057	-0.0943	0	0	0
1342	0	0.0018	0.0057	0.1057	-0.0943	0	0	0
1343	0	0.0017	0.0057	0.1057	-0.0943	0	0	0
1344	0	0.0017	0.0056	0.1056	-0.0944	0	0	0
1345	0	0.0017	0.0056	0.1056	-0.0944	0	0	0
1346	0	0.0016	0.0056	0.1056	-0.0944	0	0	0
1347	0	0.0016	0.0056	0.1056	-0.0944	0	0	0
1348	0	0.0016	0.0055	0.1055	-0.0945	0	0	0
1349	0	0.0015	0.0055	0.1055	-0.0945	0	0	0
1350	0	0.0015	0.0055	0.1055	-0.0945	0	0	0
1351	0	0.0015	0.0055	0.1055	-0.0945	0	0	0
1352	0	0.0015	0.0054	0.1054	-0.0946	0	0	0
1353	0	0.0014	0.0054	0.1054	-0.0946	0	0	0
1354	0	0.0014	0.0054	0.1054	-0.0946	0	0	0
1355	0	0.0014	0.0053	0.1053	-0.0947	0	0	0
1356	0	0.0013	0.0053	0.1053	-0.0947	0	0	0
1357	0	0.0013	0.0053	0.1053	-0.0947	0	0	0
1358	0	0.0013	0.0053	0.1053	-0.0947	0	0	0
1359	0	0.0013	0.0052	0.1052	-0.0948	0	0	0
1360	0	0.0012	0.0052	0.1052	-0.0948	0	0	0
1361	0	0.0012	0.0052	0.1052	-0.0948	0	0	0
1362	0	0.0012	0.0052	0.1052	-0.0948	0	0	0
1363	0	0.0012	0.0051	0.1051	-0.0949	0	0	0
1364	0	0.0011	0.0051	0.1051	-0.0949	0	0	0
1365	0	0.0011	0.0051	0.1051	-0.0949	0	0	0
1366	0	0.0011	0.0051	0.1051	-0.0949	0	0	0
1367	0	0.0011	0.0050	0.1050	-0.0950	0	0	0
1368	0	0.0011	0.0050	0.1050	-0.0950	0	0	0
1369	0	0.0010	0.0050	0.1050	-0.0950	0	0	0
1370	0	0.0010	0.0050	0.1050	-0.0950	0	0	0
1371	0	0.0010	0.0049	0.1049	-0.0951	0	0	0
1372	0	0.0010	0.0049	0.1049	-0.0951	0	0	0
1373	0	0.0010	0.0049	0.1049	-0.0951	0	0	0
1374	0	0.0009	0.0049	0.1049	-0.0951	0	0	0
1375	0	0.0009	0.0048	0.1048	-0.0952	0	0	0
1376	0	0.0009	0.0048	0.1048	-0.0952	0	0	0
1377	0	0.0009	0.0048	0.1048	-0.0952	0	0	0
1378	0	0.0009	0.0048	0.1048	-0.0952	0	0	0
1379	0	0.0008	0.0047	0.1047	-0.0953	0	0	0
1380	0	0.0008	0.0047	0.1047	-0.0953	0	0	0
1381	0	0.0008	0.0047	0.1047	-0.0953	0	0	0
1382	0	0.0008	0.0047	0.1047	-0.0953	0	0	0
1383	0	0.0008	0.0046	0.1046	-0.0954	0	0	0
1384	0	0.0008	0.0046	0.1046	-0.0954	0	0	0
1385	0	0.0007	0.0046	0.1046	-0.0954	0	0	0
1386	0	0.0007	0.0046	0.1046	-0.0954	0	0	0
1387	0	0.0007	0.0046	0.1046	-0.0954	0	0	0
1388	0	0.0007	0.0045	0.1045	-0.0955	0	0	0
1389	0	0.0007	0.0045	0.1045	-0.0955	0	0	0
1390	0	0.0007	0.0045	0.1045	-0.0955	0	0	0
1391	0	0.0007	0.0045	0.1045	-0.0955	0	0	0
1392	0	0.0006	0.0044	0.1044	-0.0956	0	0	0
1393	0	0.0006	0.0044	0.1044	-0.0956	0	0	0
1394	0	0.0006	0.0044	0.1044	-0.0956	0	0	0
1395	0	0.0006	0.0044	0.1044	-0.0956	0	0	0
1396	0	0.0006	0.0044	0.1044	-0.0956	0	0	0
1397	0	0.0006	0.0043	0.1043	-0.0957	0	0	0
1398	0	0.0006	0.0043	0.1043	-0.0957	0	0	0
1399	0	0.0006	0.0043	0.1043	-0.0957	0	0	0
1400	0	0.0006	0.0043	0.1043	-0.0957	0	0	0
1401	0	0.0005	0.0042	0.1042	-0.0958	0	0	0
1402	0	0.0005	0.0042	0.1042	-0.0958	0	0	0
1403	0	0.0005	0.0042	0.1042	-0.0958	0	0	0
1404	0	0.0005	0.0042	0.1042	-0.0958	0	0	0
1405	0	0.0005	0.0042	0.1042	-0.0958	0	0	0
1406	0	0.0005	0.0041	0.1041	-0.0959	0	0	0
1407	0	0.0005	0.0041	0.1041	-0.0959	0	0	0
1408	0	0.0005	0.0041	0.1041	-0.0959	0	0	0
1409	0	0.0005	0.0041	0.1041	-0.0959	0	0	0
1410	0	0.0005	0.0041	0.1041	-0.0959	0	0	0
1411	0	0.0004	0.0040	0.1040	-0.0960	0	0	0
1412	0	0.0004	0.0040	0.1040	-0.0960	0	0	0
1413	0	0.0004	0.0040	0.1040	-0.0960	0	0	0
1414	0	0.0004	0.0040	0.1040	-0.0960	0	0	0
1415	0	0.0004	0.0040	0.1040	-0.0960	0	0	0
1416	0	0.0004	0.0039	0.1039	-0.0961	0	0	0
1417	0	0.0004	0.0039	0.1039	-0.0961	0	0	0
1418	0	0.0004	0.0039	0.1039	-0.0961	0	0	0
1419	0	0.0004	0.0039	0.1039	-0.0961	0	0	0
1420	0	0.0004	0.0039	0.1039	-0.0961	0	0	0
1421	0	0.0004	0.0038	0.1038	-0.0962	0	0	0
1422	0	0.0004	0.0038	0.1038	-0.0962	0	0	0
1423	0	0.0003	0.0038	0.1038	-0.0962	0	0	0
1424	0	0.0003	0.0038	0.1038	-0.0962	0	0	0
1425	0	0.0003	0.0038	0.1038	-0.0962	0	0	0
1426	0	0.0003	0.0037	0.1037	-0.0963	0	0	0
1427	0	0.0003	0.0037	0.1037	-0.0963	0	0	0
1428	0	0.0003	0.0037	0.1037	-0.0963	0	0	0
1429	0	0.0003	0.0037	0.1037	-0.0963	0	0	0
1430	0	0.0003	0.0037	0.1037	-0.0963	0	0	0
1431	0	0.0003	0.0037	0.1037	-0.0963	0	0	0
1432	0	0.0003	0.0036	0.1036	-0.0964	0	0	0
1433	0	0.0003	0.0036	0.1036	-0.0964	0	0	0
1434	0	0.0003	0.0036	0.1036	-0.0964	0	0	0
1435	0	0.0003	0.0036	0.1036	-0.0964	0	0	0
1436	0	0.0003	0.0036	0.1036	-0.0964	0	0	0
1437	0	0.0003	0.0035	0.1035	-0.0965	0	0	0
1438	0	0.0003	0.0035	0.1035	-0.0965	0	0	0
1439	0	0.0003	0.0035	0.1035	-0.0965	0	0	0
1440	0	0.0002	0.0035	0.1035	-0.0965	0	0	0
1441	0	0.0002	0.0035	0.1035	-0.0965	0	0	0
1442	0	0.0002	0.0035	0.1035	-0.0965	0	0	0
1443	0	0.0002	0.0034	0.1034	-0.0966	0	0	0
1444	0	0.0002	0.0034	0.1034	-0.0966	0	0	0
1445	0	0.0002	0.0034	0.1034	-0.0966	0	0	0
1446	0	0.0002	0.0034	0.1034	-0.0966	0	0	0
1447	0	0.0002	0.0034	0.1034	-0.0966	0	0	0
1448	0	0.0002	0.0034	0.1034	-0.0966	0	0	0
1449	0	0.0002	0.0033	0.1033	-0.0967	0	0	0
1450	0	0.0002	0.0033	0.1033	-0.0967	0	0	0
1451	0	0.0002	0.0033	0.1033	-0.0967	0	0	0
1452	0	0.0002	0.0033	0.1033	-0.0967	0	0	0
1453	0	0.0002	0.0033	0.1033	-0.0967	0	0	0
1454	0	0.0002	0.0033	0.1033	-0.0967	0	0	0
1455	0	0.0002	0.0032	0.1032	-0.0968	0	0	0
1456	0	0.0002	0.0032	0.1032	-0.0968	0	0	0
1457	0	0.0002	0.0032	0.1032	-0.0968	0	0	0
1458	0	0.0002	0.0032	0.1032	-0.0968	0	0	0
1459	0	0.0002	0.0032	0.1032	-0.0968	0	0	0
1460	0	0.0002	0.0032	0.1032	-0.0968	0	0	0
1461	0	0.0002	0.0031	0.1031	-0.0969	0	0	0
1462	0	0.0002	0.0031	0.1031	-0.0969	0	0	0
1463	0	0.0002	0.0031	0.1031	-0.0969	0	0	0
1464	0	0.0002	0.0031	0.1031	-0.0969	0	0	0
1465	0	0.0001	0.0031	0.1031	-0.0969	0	0	0
1466	0	0.0001	0.0031	0.1031	-0.0969	0	0	0
1467	0	0.0001	0.0030	0.1030	-0.0970	0	0	0
1468	0	0.0001	0.0030	0.1030	-0.0970	0	0	0
1469	0	0.0001	0.0030	0.1030	-0.0970	0	0	0
1470	0	0.0001	0.0030	0.1030	-0.0970	0	0	0
1471	0	0.0001	0.0030	0.1030	-0.0970	0	0	0
1472	0	0.0001	0.0030	0.1030	-0.0970	0	0	0
1473	0	0.0001	0.0030	0.1030	-0.0970	0	0	0
1474	0	0.0001	0.0029	0.1029	-0.0971	0	0	0
1475	0	0.0001	0.0029	0.1029	-0.0971	0	0	0
1476	0	0.0001	0.0029	0.1029	-0.0971	0	0	0
1477	0	0.0001	0.0029	0.1029	-0.0971	0	0	0
1478	0	0.0001	0.0029	0.1029	-0.0971	0	0	0
1479	0	0.0001	0.0029	0.1029	-0.0971	0	0	0
1480	0	0.0001	0.0029	0.1029	-0.0971	0	0	0
1481	0	0.0001	0.0028	0.1028	-0.0972	0	0	0
1482	0	0.0001	0.0028	0.1028	-0.0972	0	0	0
1483	0	0.0001	0.0028	0.1028	-0.0972	0	0	0
1484	0	0.0001	0.0028	0.1028	-0.0972	0	0	0
1485	0	0.0001	0.0028	0.1028	-0.0972	0	0	0
1486	0	0.0001	0.0028	0.1028	-0.0972	0	0	0
1487	0	0.0001	0.0028	0.1028	-0.0972	0	0	0
1488	0	0.0001	0.0027	0.1027	-0.0973	0	0	0
1489	0	0.0001	0.0027	0.1027	-0.0973	0	0	0
1490	0	0.0001	0.0027	0.1027	-0.0973	0	0	0
1491	0	0.0001	0.0027	0.1027	-0.0973	0	0	0
1492	0	0.0001	0.0027	0.1027	-0.0973	0	0	0
1493	0	0.0001	0.0027	0.1027	-0.0973	0	0	0
1494	0	0.0001	0.0027	0.1027	-0.0973	0	0	0
1495	0	0.0001	0.0026	0.1026	-0.0974	0	0	0
1496	0	0.0001	0.0026	0.1026	-0.0974	0	0	0
1497	0	0.0001	0.0026	0.1026	-0.0974	0	0	0
1498	0	0.0001	0.0026	0.1026	-0.0974	0	0	0
1499	0	0.0001	0.0026	0.1026	-0.0974	0	0	0
1500	0	0.0001	0.0026	0.1026	-0.0974	0	0	0
1501	0	0.0001	0.0026	0.1026	-0.0974	0	0	0
1502	0	0.0001	0.0026	0.1026	-0.0974	0	0	0
1503	0	0.0001	0.0025	0.1025	-0.0975	0	0	0
1504	0	0.0001	0.0025	0.1025	-0.0975	0	0	0
1505	0	0.0001	0.0025	0.1025	-0.0975	0	0	0
1506	0	0.0001	0.0025	0.1025	-0.0975	0	0	0
1507	0	0.0001	0.0025	0.1025	-0.0975	0	0	0
1508	0	0.0001	0.0025	0.1025	-0.0975	0	0	0
1509	0	0.0001	0.0025	0.1025	-0.0975	0	0	0
1510	0	0.0001	0.0025	0.1025	-0.0975	0	0	0
1511	0	0.0001	0.0024	0.1024	-0.0976	0	0	0
1512	0	0.0001	0.0024	0.1024	-0.0976	0	0	0
1513	0	0.0001	0.0024	0.1024	-0.0976	0	0	0
1514	0	0.0001	0.0024	0.1024	-0.0976	0	0	0
1515	0	0.0001	0.0024	0.1024	-0.0976	0	0	0
1516	0	0.0001	0.0024	0.1024	-0.0976	0	0	0
1517	0	0.0001	0.0024	0.1024	-0.0976	0	0	0
1518	0	0.0001	0.0024	0.1024	-0.0976	0	0	0
1519	1	0.0200	0.0073	0.1073	-0.0927	0	0	0
1520	0	0.0196	0.0073	0.1073	-0.0927	0	0	0
1521	0	0.0193	0.0073	0.1073	-0.0927	0	0	0
1522	0	0.0189	0.0072	0.1072	-0.0928	0	0	0
1523	0	0.0185	0.0072	0.1072	-0.0928	0	0	0
1524	0	0.0181	0.0072	0.1072	-0.0928	0	0	0
1525	0	0.0178	0.0071	0.1071	-0.0929	0	0	0
1526	0	0.0174	0.0071	0.1071	-0.0929	0	0	0
1527	0	0.0171	0.0071	0.1071	-0.0929	0	0	0
1528	0	0.0167	0.0070	0.1070	-0.0930	0	0	0
1529	0	0.0164	0.0070	0.1070	-0.0930	0	0	0
1530	0	0.0161	0.0070	0.1070	-0.0930	0	0	0
1531	0	0.0157	0.0069	0.1069	-0.0931	0	0	0
1532	0	0.0154	0.0069	0.1069	-0.0931	0	0	0
1533	0	0.0151	0.0069	0.1069	-0.0931	0	0	0
1534	0	0.0148	0.0068	0.1068	-0.0932	0	0	0
1535	0	0.0145	0.0068	0.1068	-0.0932	0	0	0
1536	0	0.0142	0.0067	0.1067	-0.0933	0	0	0
1537	0	0.0139	0.0067	0.1067	-0.0933	0	0	0
1538	0	0.0137	0.0067	0.1067	-0.0933	0	0	0
1539	0	0.0134	0.0066	0.1066	-0.0934	0	0	0
1540	0	0.0131	0.0066	0.1066	-0.0934	0	0	0
1541	0	0.0129	0.0066	0.1066	-0.0934	0	0	0
1542	0	0.0126	0.0065	0.1065	-0.0935	0	0	0
1543	1	0.0323	0.0115	0.1115	-0.0885	0	0	0
1544	0	0.0317	0.0115	0.1115	-0.0885	0	0	0
1545	0	0.0311	0.0114	0.1114	-0.0886	0	0	0
1546	0	0.0304	0.0113	0.1113	-0.0887	0	0	0
1547	0	0.0298	0.0113	0.1113	-0.0887	0	0	0
1548	0	0.0292	0.0112	0.1112	-0.0888	0	0	0
1549	0	0.0287	0.0112	0.1112	-0.0888	0	0	0
1550	0	0.0281	0.0111	0.1111	-0.0889	0	0	0
1551	0	0.0275	0.0111	0.1111	-0.0889	0	0	0
1552	0	0.0270	0.0110	0.1110	-0.0890	0	0	0
1553	0	0.0264	0.0110	0.1110	-0.0890	0	0	0
1554	0	0.0259	0.0109	0.1109	-0.0891	0	0	0
1555	0	0.0254	0.0108	0.1108	-0.0892	0	0	0
1556	0	0.0249	0.0108	0.1108	-0.0892	0	0	0
1557	0	0.0244	0.0107	0.1107	-0.0893	0	0	0
1558	0	0.0239	0.0107	0.1107	-0.0893	0	0	0
1559	0	0.0234	0.0106	0.1106	-0.0894	0	0	0
1560	0	0.0229	0.0106	0.1106	-0.0894	0	0	0
1561	0	0.0225	0.0105	0.1105	-0.0895	0	0	0
1562	0	0.0220	0.0105	0.1105	-0.0895	0	0	0
1563	0	0.0216	0.0104	0.1104	-0.0896	0	0	0
1564	0	0.0212	0.0104	0.1104	-0.0896	0	0	0
1565	0	0.0207	0.0103	0.1103	-0.0897	0	0	0
1566	0	0.0203	0.0103	0.1103	-0.0897	0	0	0
1567	0	0.0199	0.0102	0.1102	-0.0898	0	0	0
1568	0	0.0195	0.0102	0.1102	-0.0898	0	0	0
1569	0	0.0191	0.0101	0.1101	-0.0899	0	0	0
1570	0	0.0187	0.0101	0.1101	-0.0899	0	0	0
1571	0	0.0184	0.0100	0.1100	-0.0900	0	0	0
1572	0	0.0180	0.0100	0.1100	-0.0900	0	0	0
1573	0	0.0176	0.0099	0.1099	-0.0901	0	0	0
1574	0	0.0173	0.0099	0.1099	-0.0901	0	0	0
1575	0	0.0169	0.0098	0.1098	-0.0902	0	0	0
1576	0	0.0166	0.0098	0.1098	-0.0902	0	0	0
1577	0	0.0163	0.0097	0.1097	-0.0903	0	0	0
1578	0	0.0159	0.0097	0.1097	-0.0903	0	0	0
1579	0	0.0156	0.0096	0.1096	-0.0904	0	0	0
1580	0	0.0153	0.0096	0.1096	-0.0904	0	0	0
1581	0	0.0150	0.0095	0.1095	-0.0905	0	0	0
1582	0	0.0147	0.0095	0.1095	-0.0905	0	0	0
1583	0	0.0144	0.0094	0.1094	-0.0906	0	0	0
1584	0	0.0141	0.0094	0.1094	-0.0906	0	0	0
1585	0	0.0138	0.0093	0.1093	-0.0907	0	0	0
1586	0	0.0136	0.0093	0.1093	-0.0907	0	0	0
1587	0	0.0133	0.0092	0.1092	-0.0908	0	0	0
1588	0	0.0130	0.0092	0.1092	-0.0908	0	0	0
1589	0	0.0128	0.0091	0.1091	-0.0909	0	0	0
1590	0	0.0125	0.0091	0.1091	-0.0909	0	0	0
1591	0	0.0123	0.0091	0.1091	-0.0909	0	0	0
1592	0	0.0120	0.0090	0.1090	-0.0910	0	0	0
1593	0	0.0118	0.0090	0.1090	-0.0910	0	0	0
1594	0	0.0115	0.0089	0.1089	-0.0911	0	0	0
1595	0	0.0113	0.0089	0.1089	-0.0911	0	0	0
1596	0	0.0111	0.0088	0.1088	-0.0912	0	0	0
1597	0	0.0109	0.0088	0.1088	-0.0912	0	0	0
1598	0	0.0106	0.0087	0.1087	-0.0913	0	0	0
1599	0	0.0104	0.0087	0.1087	-0.0913	0	0	0
1600	0	0.0102	0.0087	0.1087	-0.0913	0	0	0
1601	0	0.0100	0.0086	0.1086	-0.0914	0	0	0
1602	0	0.0098	0.0086	0.1086	-0.0914	0	0	0
1603	0	0.0096	0.0085	0.1085	-0.0915	0	0	0
1604	0	0.0094	0.0085	0.1085	-0.0915	0	0	0
1605	0	0.0092	0.0084	0.1084	-0.0916	0	0	0
1606	0	0.0091	0.0084	0.1084	-0.0916	0	0	0
1607	0	0.0089	0.0084	0.1084	-0.0916	0	0	0
1608	0	0.0087	0.0083	0.1083	-0.0917	0	0	0
1609	0	0.0085	0.0083	0.1083	-0.0917	0	0	0
1610	0	0.0084	0.0082	0.1082	-0.0918	0	0	0
1611	0	0.0082	0.0082	0.1082	-0.0918	0	0	0
1612	0	0.0080	0.0081	0.1081	-0.0919	0	0	0
1613	0	0.0079	0.0081	0.1081	-0.0919	0	0	0
1614	0	0.0077	0.0081	0.1081	-0.0919	0	0	0
1615	0	0.0076	0.0080	0.1080	-0.0920	0	0	0
1616	0	0.0074	0.0080	0.1080	-0.0920	0	0	0
1617	0	0.0073	0.0079	0.1079	-0.0921	0	0	0
1618	0	0.0071	0.0079	0.1079	-0.0921	0	0	0
1619	0	0.0070	0.0079	0.1079	-0.0921	0	0	0
1620	0	0.0068	0.0078	0.1078	-0.0922	0	0	0
1621	0	0.0067	0.0078	0.1078	-0.0922	0	0	0
1622	0	0.0066	0.0077	0.1077	-0.0923	0	0	0
1623	0	0.0064	0.0077	0.1077	-0.0923	0	0	0
1624	0	0.0063	0.0077	0.1077	-0.0923	0	0	0
1625	0	0.0062	0.0076	0.1076	-0.0924	0	0	0
1626	0	0.0060	0.0076	0.1076	-0.0924	0	0	0
1627	0	0.0059	0.0076	0.1076	-0.0924	0	0	0
1628	0	0.0058	0.0075	0.1075	-0.0925	0	0	0
1629	0	0.0057	0.0075	0.1075	-0.0925	0	0	0
1630	0	0.0056	0.0074	0.1074	-0.0926	0	0	0
1631	0	0.0055	0.0074	0.1074	-0.0926	0	0	0
1632	0	0.0054	0.0074	0.1074	-0.0926	0	0	0
1633	0	0.0053	0.0073	0.1073	-0.0927	0	0	0
1634	0	0.0051	0.0073	0.1073	-0.0927	0	0	0
1635	0	0.0050	0.0073	0.1073	-0.0927	0	0	0
1636	0	0.0049	0.0072	0.1072	-0.0928	0	0	0
1637	0	0.0048	0.0072	0.1072	-0.0928	0	0	0
1638	0	0.0047	0.0072	0.1072	-0.0928	0	0	0
1639	0	0.0047	0.0071	0.1071	-0.0929	0	0	0
1640	0	0.0046	0.0071	0.1071	-0.0929	0	0	0
1641	0	0.0045	0.0070	0.1070	-0.0930	0	0	0
1642	0	0.0044	0.0070	0.1070	-0.0930	0	0	0
1643	0	0.0043	0.0070	0.1070	-0.0930	0	0	0
1644	0	0.0042	0.0069	0.1069	-0.0931	0	0	0
1645	0	0.0041	0.0069	0.1069	-0.0931	0	0	0
1646	0	0.0040	0.0069	0.1069	-0.0931	0	0	0
1647	0	0.0040	0.0068	0.1068	-0.0932	0	0	0
1648	0	0.0039	0.0068	0.1068	-0.0932	0	0	0
1649	0	0.0038	0.0068	0.1068	-0.0932	0	0	0
1650	0	0.0037	0.0067	0.1067	-0.0933	0	0	0
1651	0	0.0036	0.0067	0.1067	-0.0933	0	0	0
1652	0	0.0036	0.0067	0.1067	-0.0933	0	0	0
1653	0	0.0035	0.0066	0.1066	-0.0934	0	0	0
1654	0	0.0034	0.0066	0.1066	-0.0934	0	0	0
1655	0	0.0034	0.0066	0.1066	-0.0934	0	0	0
